seu_id,seu_name,case_plant_id,baseline_duty_expression,actual_duty_expression,target_duty_expression,active,seu_category,energy_source,seu_display_name,benefit_factor,enpi_expression,gain_expression,baseline_duty_expression_gjph,actual_duty_expression_gjph,target_duty_expression_gjph
103,PT-7103C,6,0.019551*[BFW_C_Turb_Status_actual],[BFW_C_Turb_Status_actual] * [Sp_En_PT_7103C_actual],[BFW_C_Turb_Status_optimum] * [Sp_En_PT_7103C_optimum],1,Pump,Steam,U&O BFW Pump-C,([HP_Steam_Cost_actual] / ([HP_Steam_Enthalpy_actual] - [LP_Steam_Enthalpy_actual])) * (1000/4.184),"if(([BFW_C_Turb_Status_actual] * [Sp_En_PT_7103C_actual])==([BFW_C_Turb_Status_optimum] * [Sp_En_PT_7103C_optimum]),0,(([BFW_C_Turb_Status_actual] * [Sp_En_PT_7103C_actual]*[Process_flow_of_PT_7103C_actual])-([BFW_C_Turb_Status_optimum] * [Sp_En_PT_7103C_optimum]*[Process_flow_of_PT_7103C_optimum])))",(0.019551*[BFW_C_Turb_Status_actual]*[Process_flow_of_PT_7103C_actual])-([BFW_C_Turb_Status_actual] * [Sp_En_PT_7103C_actual]*[Process_flow_of_PT_7103C_actual]),0.019551*[BFW_C_Turb_Status_actual]*[Process_flow_of_PT_7103C_actual],[BFW_C_Turb_Status_actual] * [Sp_En_PT_7103C_actual]*[Process_flow_of_PT_7103C_actual],"if([BFW_C_Turb_Status_optimum] * [Sp_En_PT_7103C_optimum]*[Process_flow_of_PT_7103C_optimum]>[BFW_C_Turb_Status_actual] * [Sp_En_PT_7103C_actual]*[Process_flow_of_PT_7103C_actual],[BFW_C_Turb_Status_actual] * [Sp_En_PT_7103C_actual]*[Process_flow_of_PT_7103C_actual],[BFW_C_Turb_Status_optimum] * [Sp_En_PT_7103C_optimum]*[Process_flow_of_PT_7103C_optimum])"
104,PT-7103E,6,0.017687*[BFW_E_Turb_Status_actual],[BFW_E_Turb_Status_actual] * [Sp_En_PT_7103E_actual],[BFW_E_Turb_Status_optimum] * [Sp_En_PT_7103E_optimum],1,Pump,Steam,U&O BFW Pump-E,([HP_Steam_Cost_actual] / ([HP_Steam_Enthalpy_actual] - [LP_Steam_Enthalpy_actual])) * (1000/4.184),"if(([BFW_E_Turb_Status_actual] * [Sp_En_PT_7103E_actual])==([BFW_E_Turb_Status_optimum] * [Sp_En_PT_7103E_optimum]),0,(([BFW_E_Turb_Status_actual] * [Sp_En_PT_7103E_actual]*[Process_flow_of_PT_7103E_actual])-([BFW_E_Turb_Status_optimum] * [Sp_En_PT_7103E_optimum]*[Process_flow_of_PT_7103E_optimum])))",(0.017687*[BFW_E_Turb_Status_actual]*[Process_flow_of_PT_7103E_actual])-([BFW_E_Turb_Status_actual] * [Sp_En_PT_7103E_actual]*[Process_flow_of_PT_7103E_actual]),0.017687*[BFW_E_Turb_Status_actual]*[Process_flow_of_PT_7103E_actual],[BFW_E_Turb_Status_actual] * [Sp_En_PT_7103E_actual]*[Process_flow_of_PT_7103E_actual],"if([BFW_E_Turb_Status_optimum] * [Sp_En_PT_7103E_optimum]*[Process_flow_of_PT_7103E_optimum]>[BFW_E_Turb_Status_actual] * [Sp_En_PT_7103E_actual]*[Process_flow_of_PT_7103E_actual],[BFW_E_Turb_Status_actual] * [Sp_En_PT_7103E_actual]*[Process_flow_of_PT_7103E_actual],[BFW_E_Turb_Status_optimum] * [Sp_En_PT_7103E_optimum]*[Process_flow_of_PT_7103E_optimum])"
105,PT-7801A,6,0.000742*[CW_Turbine_A_Status_actual],[CW_Turbine_A_Status_actual] * [Sp_En_PT_7801A_actual],[CW_Turbine_A_Status_optimum] * [Sp_En_PT_7801A_optimum],1,Pump,Steam,U&O Cooling Water Pump-A,([HP_Steam_Cost_actual] / ([HP_Steam_Enthalpy_actual] - [LP_Steam_Enthalpy_actual])) * (1000/4.184),"if(([CW_Turbine_A_Status_actual] * [Sp_En_PT_7801A_actual])==([CW_Turbine_A_Status_optimum] * [Sp_En_PT_7801A_optimum]),0,(([CW_Turbine_A_Status_actual] * [Sp_En_PT_7801A_actual]*[Process_flow_of_PT_7801A_actual])-([CW_Turbine_A_Status_optimum] * [Sp_En_PT_7801A_optimum]*[Process_flow_of_PT_7801A_optimum])))",(0.000742*[CW_Turbine_A_Status_actual]*[Process_flow_of_PT_7801A_actual])-([CW_Turbine_A_Status_actual] * [Sp_En_PT_7801A_actual]*[Process_flow_of_PT_7801A_actual]),0.000742*[CW_Turbine_A_Status_actual]*[Process_flow_of_PT_7801A_actual],[CW_Turbine_A_Status_actual] * [Sp_En_PT_7801A_actual]*[Process_flow_of_PT_7801A_actual],"if([CW_Turbine_A_Status_optimum] * [Sp_En_PT_7801A_optimum]*[Process_flow_of_PT_7801A_optimum]>[CW_Turbine_A_Status_actual] * [Sp_En_PT_7801A_actual]*[Process_flow_of_PT_7801A_actual],[CW_Turbine_A_Status_actual] * [Sp_En_PT_7801A_actual]*[Process_flow_of_PT_7801A_actual],[CW_Turbine_A_Status_optimum] * [Sp_En_PT_7801A_optimum]*[Process_flow_of_PT_7801A_optimum])"
106,PT-7801B,6,0.000789*[CW_Turbine_B_Status_actual],[CW_Turbine_B_Status_actual] * [Sp_En_PT_7801B_actual],[CW_Turbine_B_Status_optimum] * [Sp_En_PT_7801B_optimum],1,Pump,Steam,U&O Cooling Water Pump-B,([HP_Steam_Cost_actual] / ([HP_Steam_Enthalpy_actual] - [LP_Steam_Enthalpy_actual])) * (1000/4.184),"if(([CW_Turbine_B_Status_actual] * [Sp_En_PT_7801B_actual])==([CW_Turbine_B_Status_optimum] * [Sp_En_PT_7801B_optimum]),0,(([CW_Turbine_B_Status_actual] * [Sp_En_PT_7801B_actual]*[Process_flow_of_PT_7801B_actual])-([CW_Turbine_B_Status_optimum] * [Sp_En_PT_7801B_optimum]*[Process_flow_of_PT_7801B_optimum])))",(0.000789*[CW_Turbine_B_Status_actual]*[Process_flow_of_PT_7801B_actual])-([CW_Turbine_B_Status_actual] * [Sp_En_PT_7801B_actual]*[Process_flow_of_PT_7801B_actual]),0.000789*[CW_Turbine_B_Status_actual]*[Process_flow_of_PT_7801B_actual],[CW_Turbine_B_Status_actual] * [Sp_En_PT_7801B_actual]*[Process_flow_of_PT_7801B_actual],"if([CW_Turbine_B_Status_optimum] * [Sp_En_PT_7801B_optimum]*[Process_flow_of_PT_7801B_optimum]>[CW_Turbine_B_Status_actual] * [Sp_En_PT_7801B_actual]*[Process_flow_of_PT_7801B_actual],[CW_Turbine_B_Status_actual] * [Sp_En_PT_7801B_actual]*[Process_flow_of_PT_7801B_actual],[CW_Turbine_B_Status_optimum] * [Sp_En_PT_7801B_optimum]*[Process_flow_of_PT_7801B_optimum])"
107,PT-7801G,6,0.000797*[CW_Turbine_G_Status_actual],[CW_Turbine_G_Status_actual] * [Sp_En_PT_7801G_actual],[CW_Turbine_G_Status_optimum] * [Sp_En_PT_7801G_optimum],1,Pump,Steam,U&O Cooling Water Pump-G,([HP_Steam_Cost_actual] / ([HP_Steam_Enthalpy_actual] - [LP_Steam_Enthalpy_actual])) * (1000/4.184),"if(([CW_Turbine_G_Status_actual] * [Sp_En_PT_7801G_actual])==([CW_Turbine_G_Status_optimum] * [Sp_En_PT_7801G_optimum]),0,(([CW_Turbine_G_Status_actual] * [Sp_En_PT_7801G_actual]*[Process_flow_of_PT_7801G_actual])-([CW_Turbine_G_Status_optimum] * [Sp_En_PT_7801G_optimum]*[Process_flow_of_PT_7801G_optimum])))",(0.000797*[CW_Turbine_G_Status_actual]*[Process_flow_of_PT_7801G_actual])-([CW_Turbine_G_Status_actual] * [Sp_En_PT_7801G_actual]*[Process_flow_of_PT_7801G_actual]),0.000797*[CW_Turbine_G_Status_actual]*[Process_flow_of_PT_7801G_actual],[CW_Turbine_G_Status_actual] * [Sp_En_PT_7801G_actual]*[Process_flow_of_PT_7801G_actual],"if([CW_Turbine_G_Status_optimum] * [Sp_En_PT_7801G_optimum]*[Process_flow_of_PT_7801G_optimum]>[CW_Turbine_G_Status_actual] * [Sp_En_PT_7801G_actual]*[Process_flow_of_PT_7801G_actual],[CW_Turbine_G_Status_actual] * [Sp_En_PT_7801G_actual]*[Process_flow_of_PT_7801G_actual],[CW_Turbine_G_Status_optimum] * [Sp_En_PT_7801G_optimum]*[Process_flow_of_PT_7801G_optimum])"
108,KM-6115,5,0.030871*[KM_6115_Status_actual],[KM_6115_Status_actual] * [Sp_En_KM_6115_actual],"if(([KM_6115_Status_optimum] * [Sp_En_KM_6115_optimum]-[KM_6115_Status_actual] * [Sp_En_KM_6115_actual])>0.02,[KM_6115_Status_actual] * [Sp_En_KM_6115_actual],[KM_6115_Status_optimum] * [Sp_En_KM_6115_optimum])",1,Compressor,Electricity,EG3 Recycle gas compressor,[Power_Rate_actual],"if(([KM_6115_Status_actual] * [Sp_En_KM_6115_actual])==(if(([KM_6115_Status_optimum] * [Sp_En_KM_6115_optimum])>([KM_6115_Status_actual] * [Sp_En_KM_6115_actual]),[KM_6115_Status_actual] * [Sp_En_KM_6115_actual],[KM_6115_Status_optimum] * [Sp_En_KM_6115_optimum])),0,(if((([KM_6115_Status_actual] * [Sp_En_KM_6115_actual]*[Process_flow_of_KM_6115_actual])-([KM_6115_Status_optimum] * [Sp_En_KM_6115_optimum]*[Process_flow_of_KM_6115_optimum]))<0,0,([KM_6115_Status_actual] * [Sp_En_KM_6115_actual]*[Process_flow_of_KM_6115_actual])-([KM_6115_Status_optimum] * [Sp_En_KM_6115_optimum]*[Process_flow_of_KM_6115_optimum]))))",(0.030871*[KM_6115_Status_actual]*[Process_flow_of_KM_6115_actual])-([KM_6115_Status_actual] * [Sp_En_KM_6115_actual]*[Process_flow_of_KM_6115_actual]),0.030871*[KM_6115_Status_actual]*[Process_flow_of_KM_6115_actual],[KM_6115_Status_actual] * [Sp_En_KM_6115_actual]*[Process_flow_of_KM_6115_actual],"if([KM_6115_Status_optimum] * [Sp_En_KM_6115_optimum]*[Process_flow_of_KM_6115_optimum]>[KM_6115_Status_actual] * [Sp_En_KM_6115_actual]*[Process_flow_of_KM_6115_actual],[KM_6115_Status_actual] * [Sp_En_KM_6115_actual]*[Process_flow_of_KM_6115_actual],[KM_6115_Status_optimum] * [Sp_En_KM_6115_optimum]*[Process_flow_of_KM_6115_optimum])"
109,H-3831,2,0.163*[LAO_Plant_Status_actual],[LAO_Plant_Status_actual] * [Sp_En_H_3831_actual],[LAO_Plant_Status_optimum] * [Sp_En_H_3831_optimum],1,Heater,Fuel,LAO Hot Oil Heater,[Fuel_Rate_actual],"if(([LAO_Plant_Status_actual] * [Sp_En_H_3831_actual])==([LAO_Plant_Status_optimum] * [Sp_En_H_3831_optimum]),0,(([LAO_Plant_Status_actual] * [Sp_En_H_3831_actual]*[H3831_steam_flow_t_hr_actual])-([LAO_Plant_Status_optimum] * [Sp_En_H_3831_optimum]*[H3831_steam_flow_t_hr_optimum])))",(0.163*[LAO_Plant_Status_actual]*[H3831_steam_flow_t_hr_actual])-([LAO_Plant_Status_actual] * [Sp_En_H_3831_actual]*[H3831_steam_flow_t_hr_actual]),0.163*[LAO_Plant_Status_actual]*[H3831_steam_flow_t_hr_actual],[LAO_Plant_Status_actual] * [Sp_En_H_3831_actual]*[H3831_steam_flow_t_hr_actual],"if([LAO_Plant_Status_optimum] * [Sp_En_H_3831_optimum]*[H3831_steam_flow_t_hr_optimum]>[LAO_Plant_Status_actual] * [Sp_En_H_3831_actual]*[H3831_steam_flow_t_hr_actual],[LAO_Plant_Status_actual] * [Sp_En_H_3831_actual]*[H3831_steam_flow_t_hr_actual],[LAO_Plant_Status_optimum] * [Sp_En_H_3831_optimum]*[H3831_steam_flow_t_hr_optimum])"
110,C-2310 / E-2310,4,1.214955*[EG1_Stripping_status_actual],[EG1_Stripping_status_actual] *  [Sp_En_C_2310_to_E_2310_actual],"if((([EG1_Stripping_status_optimum] *  [Sp_En_C_2310_to_E_2310_optimum]-[EG1_Stripping_status_actual] *  [Sp_En_C_2310_to_E_2310_actual])>0.02)||(([EG1_LP_to_C_2310_actual]+[EG1_LP_to_E_2310_actual])==([EG1_LP_to_C_2310_optimum]+[EG1_LP_to_E_2310_optimum])),[EG1_Stripping_status_actual] *  [Sp_En_C_2310_to_E_2310_actual],[EG1_Stripping_status_optimum] *  [Sp_En_C_2310_to_E_2310_optimum])",1,Stripping System,Steam,EG1 Stripping System,([LP_Steam_Cost_actual] / ([LP_steam_saturated_vapor_enthalpy_actual] - [LP_steam_condensate_enthalpy_actual])) * 1000,"if(([EG1_Stripping_status_actual] *  [Sp_En_C_2310_to_E_2310_actual])==(if((([EG1_Stripping_status_optimum] *  [Sp_En_C_2310_to_E_2310_optimum])>([EG1_Stripping_status_actual] *  [Sp_En_C_2310_to_E_2310_actual]))||(([EG1_LP_to_C_2310_actual]+[EG1_LP_to_E_2310_actual])==([EG1_LP_to_C_2310_optimum]+[EG1_LP_to_E_2310_optimum])),[EG1_Stripping_status_actual] *  [Sp_En_C_2310_to_E_2310_actual],[EG1_Stripping_status_optimum] *  [Sp_En_C_2310_to_E_2310_optimum])),0,(if((([EG1_Stripping_status_actual] *  [Sp_En_C_2310_to_E_2310_actual]*[Process_flow_of_E_2523_actual])-([EG1_Stripping_status_optimum] *  [Sp_En_C_2310_to_E_2310_optimum]*[Process_flow_of_E_2523_actual]))<0,0,([EG1_Stripping_status_actual] *  [Sp_En_C_2310_to_E_2310_actual]*[Process_flow_of_E_2523_actual])-([EG1_Stripping_status_optimum] *  [Sp_En_C_2310_to_E_2310_optimum]*[Process_flow_of_E_2523_actual]))))",(1.214955*[EG1_Stripping_status_actual]*[Process_flow_of_E_2523_actual])-([EG1_Stripping_status_actual] *  [Sp_En_C_2310_to_E_2310_actual]*[Process_flow_of_E_2523_actual]),1.214955*[EG1_Stripping_status_actual]*[Process_flow_of_E_2523_actual],[EG1_Stripping_status_actual] *  [Sp_En_C_2310_to_E_2310_actual]*[Process_flow_of_E_2523_actual],"if([EG1_Stripping_status_optimum] *  [Sp_En_C_2310_to_E_2310_optimum]*[Process_flow_of_E_2523_actual]>[EG1_Stripping_status_actual] *  [Sp_En_C_2310_to_E_2310_actual]*[Process_flow_of_E_2523_actual],[EG1_Stripping_status_actual] *  [Sp_En_C_2310_to_E_2310_actual]*[Process_flow_of_E_2523_actual],[EG1_Stripping_status_optimum] *  [Sp_En_C_2310_to_E_2310_optimum]*[Process_flow_of_E_2523_actual])"
111,C-4310 / E-4310,1,1.099584*[EG2_Stripping_status_actual],[EG2_Stripping_status_actual] * [Sp_En_C_4310_to_E_4310_actual],"if((([EG2_Stripping_status_optimum] *  [Sp_En_C_4310_to_E_4310_optimum]-[EG2_Stripping_status_actual] *  [Sp_En_C_4310_to_E_4310_actual])>0.02)||(([EG2_LP_to_C_4310_actual]+[EG2_LP_to_E_4310_actual])==([EG2_LP_to_C_4310_optimum]+[EG2_LP_to_E_4310_optimum])),[EG2_Stripping_status_actual] *  [Sp_En_C_4310_to_E_4310_actual],[EG2_Stripping_status_optimum] *  [Sp_En_C_4310_to_E_4310_optimum])",1,Stripping System,Steam,EG2 Stripping System,([LP_Steam_Cost_actual] / ([EG2_LP_steam_saturated_vapor_enthalpy_actual] - [EG2_LP_steam_condensate_enthalpy_actual])) * 1000,"if(([EG2_Stripping_status_actual] * [Sp_En_C_4310_to_E_4310_actual])==(if((([EG2_Stripping_status_optimum] *  [Sp_En_C_4310_to_E_4310_optimum])>([EG2_Stripping_status_actual] *  [Sp_En_C_4310_to_E_4310_actual]))||(([EG2_LP_to_C_4310_actual]+[EG2_LP_to_E_4310_actual])==([EG2_LP_to_C_4310_optimum]+[EG2_LP_to_E_4310_optimum])),[EG2_Stripping_status_actual] *  [Sp_En_C_4310_to_E_4310_actual],[EG2_Stripping_status_optimum] *  [Sp_En_C_4310_to_E_4310_optimum])),0,(if((([EG2_Stripping_status_actual] * [Sp_En_C_4310_to_E_4310_actual]*[Process_flow_of_E_4523_actual])-([EG2_Stripping_status_optimum] * [Sp_En_C_4310_to_E_4310_optimum]*[Process_flow_of_E_4523_actual]))<0,0,([EG2_Stripping_status_actual] * [Sp_En_C_4310_to_E_4310_actual]*[Process_flow_of_E_4523_actual])-([EG2_Stripping_status_optimum] * [Sp_En_C_4310_to_E_4310_optimum]*[Process_flow_of_E_4523_actual]))))",(1.099584*[EG2_Stripping_status_actual]*[Process_flow_of_E_4523_actual])-([EG2_Stripping_status_actual] * [Sp_En_C_4310_to_E_4310_actual]*[Process_flow_of_E_4523_actual]),1.099584*[EG2_Stripping_status_actual]*[Process_flow_of_E_4523_actual],[EG2_Stripping_status_actual] * [Sp_En_C_4310_to_E_4310_actual]*[Process_flow_of_E_4523_actual],"if([EG2_Stripping_status_optimum] * [Sp_En_C_4310_to_E_4310_optimum]*[Process_flow_of_E_4523_actual]>[EG2_Stripping_status_actual] * [Sp_En_C_4310_to_E_4310_actual]*[Process_flow_of_E_4523_actual],[EG2_Stripping_status_actual] * [Sp_En_C_4310_to_E_4310_actual]*[Process_flow_of_E_4523_actual],[EG2_Stripping_status_optimum] * [Sp_En_C_4310_to_E_4310_optimum]*[Process_flow_of_E_4523_actual])"
112,C-2220 / E-2220,4,10.820011*[EG1_Regen_status_actual],[EG1_Regen_status_actual] * [Sp_En_C_2220_to_E_2220_actual],"if((([EG1_Regen_status_optimum] * [Sp_En_C_2220_to_E_2220_optimum]-[EG1_Regen_status_actual] * [Sp_En_C_2220_to_E_2220_actual])>0.02)||(([EG1_LP_to_C_2220_actual]+[EG1_LP_to_E_2220_actual])==([EG1_LP_to_C_2220_optimum]+[EG1_LP_to_E_2220_optimum])),[EG1_Regen_status_actual] * [Sp_En_C_2220_to_E_2220_actual],[EG1_Regen_status_optimum] * [Sp_En_C_2220_to_E_2220_optimum])",1,Regeneration System,Steam,EG1 Regeneration System,([LP_Steam_Cost_actual] / ([LP_steam_saturated_vapor_enthalpy_actual] - [LP_steam_condensate_enthalpy_actual])) * 1000,"if(([EG1_Regen_status_actual] * [Sp_En_C_2220_to_E_2220_actual])==(if((([EG1_Regen_status_optimum] * [Sp_En_C_2220_to_E_2220_optimum])>([EG1_Regen_status_actual] * [Sp_En_C_2220_to_E_2220_actual]))||(([EG1_LP_to_C_2220_actual]+[EG1_LP_to_E_2220_actual])==([EG1_LP_to_C_2220_optimum]+[EG1_LP_to_E_2220_optimum])),[EG1_Regen_status_actual] * [Sp_En_C_2220_to_E_2220_actual],[EG1_Regen_status_optimum] * [Sp_En_C_2220_to_E_2220_optimum])),0,(if((([EG1_Regen_status_actual] * [Sp_En_C_2220_to_E_2220_actual]*[Process_flow_of_C_2220_E_2220_actual])-([EG1_Regen_status_optimum] * [Sp_En_C_2220_to_E_2220_optimum]*[Process_flow_of_C_2220_E_2220_actual]))<0,0,([EG1_Regen_status_actual] * [Sp_En_C_2220_to_E_2220_actual]*[Process_flow_of_C_2220_E_2220_actual])-([EG1_Regen_status_optimum] * [Sp_En_C_2220_to_E_2220_optimum]*[Process_flow_of_C_2220_E_2220_actual]))))",(10.820011*[EG1_Regen_status_actual]*[Process_flow_of_C_2220_E_2220_actual])-([EG1_Regen_status_actual] * [Sp_En_C_2220_to_E_2220_actual]*[Process_flow_of_C_2220_E_2220_actual]),10.820011*[EG1_Regen_status_actual]*[Process_flow_of_C_2220_E_2220_actual],[EG1_Regen_status_actual] * [Sp_En_C_2220_to_E_2220_actual]*[Process_flow_of_C_2220_E_2220_actual],"if([EG1_Regen_status_optimum] * [Sp_En_C_2220_to_E_2220_optimum]*[Process_flow_of_C_2220_E_2220_actual]>[EG1_Regen_status_actual] * [Sp_En_C_2220_to_E_2220_actual]*[Process_flow_of_C_2220_E_2220_actual],[EG1_Regen_status_actual] * [Sp_En_C_2220_to_E_2220_actual]*[Process_flow_of_C_2220_E_2220_actual],[EG1_Regen_status_optimum] * [Sp_En_C_2220_to_E_2220_optimum]*[Process_flow_of_C_2220_E_2220_actual])"
113,C-4220 / E-4220,1,8.721161*[EG2_Regen_status_actual],[EG2_Regen_status_actual] * [Sp_En_C_4220_to_E_4220_actual],"if((([EG2_Regen_status_optimum] * [Sp_En_C_4220_to_E_4220_optimum]-[EG2_Regen_status_actual] * [Sp_En_C_4220_to_E_4220_actual])>0.02)||(([EG2_LP_to_C_4220_actual]+[EG2_LP_to_E_4220_actual])==([EG2_LP_to_C_4220_optimum]+[EG2_LP_to_E_4220_optimum])),[EG2_Regen_status_actual] * [Sp_En_C_4220_to_E_4220_actual],[EG2_Regen_status_optimum] * [Sp_En_C_4220_to_E_4220_optimum])",1,Regeneration System,Steam,EG2 Regeneration System,([LP_Steam_Cost_actual] / ([EG2_LP_steam_saturated_vapor_enthalpy_actual] - [EG2_LP_steam_condensate_enthalpy_actual])) * 1000,"if(([EG2_Regen_status_actual] * [Sp_En_C_4220_to_E_4220_actual])==(if((([EG2_Regen_status_optimum] * [Sp_En_C_4220_to_E_4220_optimum])>([EG2_Regen_status_actual] * [Sp_En_C_4220_to_E_4220_actual]))||(([EG2_LP_to_C_4220_actual]+[EG2_LP_to_E_4220_actual])==([EG2_LP_to_C_4220_optimum]+[EG2_LP_to_E_4220_optimum])),[EG2_Regen_status_actual] * [Sp_En_C_4220_to_E_4220_actual],[EG2_Regen_status_optimum] * [Sp_En_C_4220_to_E_4220_optimum])),0,(if((([EG2_Regen_status_actual] * [Sp_En_C_4220_to_E_4220_actual]*[Process_flow_of_C_4220_E_4220_actual])-([EG2_Regen_status_optimum] * [Sp_En_C_4220_to_E_4220_optimum]*[Process_flow_of_C_4220_E_4220_actual]))<0,0,([EG2_Regen_status_actual] * [Sp_En_C_4220_to_E_4220_actual]*[Process_flow_of_C_4220_E_4220_actual])-([EG2_Regen_status_optimum] * [Sp_En_C_4220_to_E_4220_optimum]*[Process_flow_of_C_4220_E_4220_actual]))))",(8.721161*[EG2_Regen_status_actual]*[Process_flow_of_C_4220_E_4220_actual])-([EG2_Regen_status_actual] * [Sp_En_C_4220_to_E_4220_actual]*[Process_flow_of_C_4220_E_4220_actual]),8.721161*[EG2_Regen_status_actual]*[Process_flow_of_C_4220_E_4220_actual],[EG2_Regen_status_actual] * [Sp_En_C_4220_to_E_4220_actual]*[Process_flow_of_C_4220_E_4220_actual],"if([EG2_Regen_status_optimum] * [Sp_En_C_4220_to_E_4220_optimum]*[Process_flow_of_C_4220_E_4220_actual]>[EG2_Regen_status_actual] * [Sp_En_C_4220_to_E_4220_actual]*[Process_flow_of_C_4220_E_4220_actual],[EG2_Regen_status_actual] * [Sp_En_C_4220_to_E_4220_actual]*[Process_flow_of_C_4220_E_4220_actual],[EG2_Regen_status_optimum] * [Sp_En_C_4220_to_E_4220_optimum]*[Process_flow_of_C_4220_E_4220_actual])"
114,E-6220,5,3.949321*[EG3_Regen_status_actual],[EG3_Regen_status_actual] * [Sp_En_E_6220_actual],"if((([EG3_Regen_status_optimum] * [Sp_En_E_6220_optimum]-[EG3_Regen_status_actual] * [Sp_En_E_6220_actual])>0.02)||([EG3_LP_to_E_6220_actual]==[EG3_LP_to_E_6220_optimum]),[EG3_Regen_status_actual] * [Sp_En_E_6220_actual],[EG3_Regen_status_optimum] * [Sp_En_E_6220_optimum])",1,Regeneration System,Steam,EG3 Regeneration System,([LP_Steam_Cost_actual] / ([EG3_LP_steam_saturated_vapor_enthalpy_actual] - [EG3_LP_steam_condensate_enthalpy_actual])) * 1000,"if(([EG3_Regen_status_actual] * [Sp_En_E_6220_actual])==(if((([EG3_Regen_status_optimum] * [Sp_En_E_6220_optimum])>([EG3_Regen_status_actual] * [Sp_En_E_6220_actual]))||([EG3_LP_to_E_6220_actual]==[EG3_LP_to_E_6220_optimum]),[EG3_Regen_status_actual] * [Sp_En_E_6220_actual],[EG3_Regen_status_optimum] * [Sp_En_E_6220_optimum])),0,(if((([EG3_Regen_status_actual] * [Sp_En_E_6220_actual]*[Process_flow_of_E_6220_actual])-([EG3_Regen_status_optimum] * [Sp_En_E_6220_optimum]*[Process_flow_of_E_6220_actual]))<0,0,([EG3_Regen_status_actual] * [Sp_En_E_6220_actual]*[Process_flow_of_E_6220_actual])-([EG3_Regen_status_optimum] * [Sp_En_E_6220_optimum]*[Process_flow_of_E_6220_actual]))))",(3.949321*[EG3_Regen_status_actual]*[Process_flow_of_E_6220_actual])-([EG3_Regen_status_actual] * [Sp_En_E_6220_actual]*[Process_flow_of_E_6220_actual]),3.949321*[EG3_Regen_status_actual]*[Process_flow_of_E_6220_actual],[EG3_Regen_status_actual] * [Sp_En_E_6220_actual]*[Process_flow_of_E_6220_actual],"if([EG3_Regen_status_optimum] * [Sp_En_E_6220_optimum]*[Process_flow_of_E_6220_actual]>[EG3_Regen_status_actual] * [Sp_En_E_6220_actual]*[Process_flow_of_E_6220_actual],[EG3_Regen_status_actual] * [Sp_En_E_6220_actual]*[Process_flow_of_E_6220_actual],[EG3_Regen_status_optimum] * [Sp_En_E_6220_optimum]*[Process_flow_of_E_6220_actual])"
121,KT-1500,3,0.4605*[ETH_Plant_Status_actual],[Specific_energy_consumption_in_C2R_actual]*3.6*[ETH_Plant_Status_actual],"if(([Specific_energy_consumption_in_C2R_optimum]*3.6*[ETH_Plant_Status_optimum]-[Specific_energy_consumption_in_C2R_actual]*3.6*[ETH_Plant_Status_actual])>0.02,[Specific_energy_consumption_in_C2R_actual]*3.6*[ETH_Plant_Status_actual],[Specific_energy_consumption_in_C2R_optimum]*3.6*[ETH_Plant_Status_optimum])",1,Compressor,Steam,Eth C2R Turbine,2.23333,"if(([Specific_energy_consumption_in_C2R_actual]*3.6*[ETH_Plant_Status_actual])==(if(([Specific_energy_consumption_in_C2R_optimum]*3.6*[ETH_Plant_Status_optimum])>([Specific_energy_consumption_in_C2R_actual]*3.6*[ETH_Plant_Status_actual]),[Specific_energy_consumption_in_C2R_actual]*3.6*[ETH_Plant_Status_actual],[Specific_energy_consumption_in_C2R_optimum]*3.6*[ETH_Plant_Status_optimum])),0,(if((([Specific_energy_consumption_in_C2R_actual]*3.6*[ETH_Plant_Status_actual]*[Total_ethylene_product_flow_calculated_actual])-([Specific_energy_consumption_in_C2R_optimum]*3.6*[ETH_Plant_Status_optimum]*[Total_ethylene_product_flow_calculated_actual]))<0,0,([Specific_energy_consumption_in_C2R_actual]*3.6*[ETH_Plant_Status_actual]*[Total_ethylene_product_flow_calculated_actual])-([Specific_energy_consumption_in_C2R_optimum]*3.6*[ETH_Plant_Status_optimum]*[Total_ethylene_product_flow_calculated_actual]))))",(0.4605*[ETH_Plant_Status_actual]*[Total_ethylene_product_flow_calculated_actual])-([Specific_energy_consumption_in_C2R_actual]*3.6*[ETH_Plant_Status_actual]*[Total_ethylene_product_flow_calculated_actual]),0.4605*[ETH_Plant_Status_actual]*[Total_ethylene_product_flow_calculated_actual],[Specific_energy_consumption_in_C2R_actual]*3.6*[ETH_Plant_Status_actual]*[Total_ethylene_product_flow_calculated_actual],"if([Specific_energy_consumption_in_C2R_optimum]*3.6*[ETH_Plant_Status_optimum]*[Total_ethylene_product_flow_calculated_actual]>[Specific_energy_consumption_in_C2R_actual]*3.6*[ETH_Plant_Status_actual]*[Total_ethylene_product_flow_calculated_actual],[Specific_energy_consumption_in_C2R_actual]*3.6*[ETH_Plant_Status_actual]*[Total_ethylene_product_flow_calculated_actual],[Specific_energy_consumption_in_C2R_optimum]*3.6*[ETH_Plant_Status_optimum]*[Total_ethylene_product_flow_calculated_actual])"
