tag_name,category,in_boiler_cats,in_minlp158,status,n_pi_deps,n_covered,n_blocked,blocked_pi_tags
Boiler_B_Air_Required_For_Nc5_Combustion,Boiler -- Combustion & Fuel,True,False,partially_blocked,9,8,1,Arrazi_Plant_Load
Boiler_B_Air_Required_For_Propane_Combustion,Boiler -- Combustion & Fuel,True,False,partially_blocked,9,8,1,Arrazi_Plant_Load
Boiler_B_Avg_Cp_Of_Flue_Gas_At_Stack_Temp,Boiler -- Flue Gas & Stack,True,False,partially_blocked,13,11,2,Arrazi_Plant_Load; BOILER_B_FLUE_GAS_OXGYGEN
Boiler_B_Avg_Cp_Of_Fuel_Gas_Sensible_Heat_Corrected,Boiler -- Performance & Energy,True,False,partially_blocked,10,8,2,Arrazi_Plant_Load; Boiler_B_Main_Fuel_Gas_Temperature
Boiler_B_Boiler_Indirect_Efficiency,Boiler -- Performance & Energy,True,False,partially_blocked,16,12,4,Arrazi_Plant_Load; BOILER_B_FLUE_GAS_OXGYGEN; Boiler_B_Combustion_Air_Temperature; Boiler_B_Main_Fuel_Gas_Temperature
Boiler_B_Boiler_Load,Boiler -- Performance & Energy,True,False,fully_computable,1,1,0,
Boiler_B_COC,Boiler -- Performance & Energy,True,False,fully_blocked,2,0,2,BFW_Conductivity; BOILER_B_CONDUCTIVITY
Boiler_B_Ch4_Co2_Combustion,Boiler -- Combustion & Fuel,True,False,partially_blocked,9,8,1,Arrazi_Plant_Load
Boiler_B_Ch4_H2O_Combustion,Boiler -- Combustion & Fuel,True,False,partially_blocked,9,8,1,Arrazi_Plant_Load
Boiler_B_Ch4_N2_Combustion,Boiler -- Combustion & Fuel,True,False,partially_blocked,9,8,1,Arrazi_Plant_Load
Boiler_B_Co2_Formed,Boiler -- Performance & Energy,True,False,partially_blocked,9,8,1,Arrazi_Plant_Load
Boiler_B_Corrected_Combustion_Air,Boiler -- Combustion & Fuel,True,False,partially_blocked,11,10,1,Arrazi_Plant_Load
Boiler_B_Corrected_Combution_H2O_Formed,Boiler -- Performance & Energy,True,False,partially_blocked,11,10,1,Arrazi_Plant_Load
Boiler_B_Cp_At_Combustion_Temperature,Boiler -- Combustion & Fuel,True,False,fully_blocked,1,0,1,Boiler_B_Combustion_Air_Temperature
Boiler_B_Cp_Ch4_Fuel_Temp,Boiler -- Performance & Energy,True,False,fully_blocked,1,0,1,Boiler_B_Main_Fuel_Gas_Temperature
Boiler_B_Cp_Ethane_Fuel_Temp,Boiler -- Performance & Energy,True,False,fully_blocked,1,0,1,Boiler_B_Main_Fuel_Gas_Temperature
Boiler_B_Cp_Ethylene_Fuel_Temp,Boiler -- Performance & Energy,True,False,fully_blocked,1,0,1,Boiler_B_Main_Fuel_Gas_Temperature
Boiler_B_Cp_Flue_Gas_Co2_At_Stack_Temp,Boiler -- Flue Gas & Stack,True,False,fully_computable,1,1,0,
Boiler_B_Cp_Flue_Gas_N2_At_Stack_Temp,Boiler -- Flue Gas & Stack,True,False,fully_computable,1,1,0,
Boiler_B_Cp_H2_Fuel_Temp,Boiler -- Performance & Energy,True,False,fully_blocked,1,0,1,Boiler_B_Main_Fuel_Gas_Temperature
Boiler_B_Cp_Ic4_Fuel_Temp,Boiler -- Performance & Energy,True,False,fully_blocked,1,0,1,Boiler_B_Main_Fuel_Gas_Temperature
Boiler_B_Cp_Ic5_Fuel_Temp,Boiler -- Performance & Energy,True,False,fully_blocked,1,0,1,Boiler_B_Main_Fuel_Gas_Temperature
Boiler_B_Cp_Nc4_Fuel_Temp,Boiler -- Performance & Energy,True,False,fully_blocked,1,0,1,Boiler_B_Main_Fuel_Gas_Temperature
Boiler_B_Cp_Nc5_Fuel_Temp,Boiler -- Performance & Energy,True,False,fully_blocked,1,0,1,Boiler_B_Main_Fuel_Gas_Temperature
Boiler_B_Cp_Of_Air_At_Stack_Temp,Boiler -- Flue Gas & Stack,True,False,fully_computable,1,1,0,
Boiler_B_Cp_Of_H2O_At_Stack_Temp,Boiler -- Flue Gas & Stack,True,False,fully_computable,1,1,0,
Boiler_B_Cp_Of_H2O_At_Stack_Temperature,Boiler -- Flue Gas & Stack,True,False,fully_computable,1,1,0,
Boiler_B_Cp_Propane_Fuel_Temp,Boiler -- Performance & Energy,True,False,fully_blocked,1,0,1,Boiler_B_Main_Fuel_Gas_Temperature
Boiler_B_Cp_Total_Fuel_At_Fuel_Temp,Boiler -- Performance & Energy,True,False,partially_blocked,10,8,2,Arrazi_Plant_Load; Boiler_B_Main_Fuel_Gas_Temperature
Boiler_B_Cp_Total_Fuel_At_Ref_Temp,Boiler -- Performance & Energy,True,False,partially_blocked,9,8,1,Arrazi_Plant_Load
Boiler_B_Dry_Flue_Gas_Per_Fuel_Mass_Ratio,Boiler -- Flue Gas & Stack,True,False,partially_blocked,12,10,2,Arrazi_Plant_Load; BOILER_B_FLUE_GAS_OXGYGEN
Boiler_B_Duty,Boiler -- Performance & Energy,True,False,partially_blocked,19,12,7,Arrazi_Plant_Load; BOILER_B_FLUE_GAS_OXGYGEN; Boielr_B_Fuel_Gas_Flow; Boiler_B_Combustion_Air_Temperature; Boiler_B_Main_Fuel_Gas_Temperature; Fuel_BLR_2_raw; LHV
Boiler_B_Ethane_Co2_Combustion,Boiler -- Combustion & Fuel,True,False,partially_blocked,9,8,1,Arrazi_Plant_Load
Boiler_B_Ethane_H2O_Combustion,Boiler -- Combustion & Fuel,True,False,partially_blocked,9,8,1,Arrazi_Plant_Load
Boiler_B_Ethane_N2_Combustion,Boiler -- Combustion & Fuel,True,False,partially_blocked,9,8,1,Arrazi_Plant_Load
Boiler_B_Ethylene_Co2_Combustion,Boiler -- Combustion & Fuel,True,False,partially_blocked,9,8,1,Arrazi_Plant_Load
Boiler_B_Ethylene_H2O_Combustion,Boiler -- Combustion & Fuel,True,False,partially_blocked,9,8,1,Arrazi_Plant_Load
Boiler_B_Ethylene_N2_Combustion,Boiler -- Combustion & Fuel,True,False,partially_blocked,9,8,1,Arrazi_Plant_Load
Boiler_B_Excess_Air,Boiler -- Performance & Energy,True,False,partially_blocked,12,10,2,Arrazi_Plant_Load; BOILER_B_FLUE_GAS_OXGYGEN
Boiler_B_Fg_Ch4_Mass_Fraction,Boiler -- Combustion & Fuel,True,False,partially_blocked,9,8,1,Arrazi_Plant_Load
Boiler_B_Fg_Ch4_Mass_Percentage,Boiler -- Combustion & Fuel,True,False,partially_blocked,9,8,1,Arrazi_Plant_Load
Boiler_B_Fg_Ethane_Mass_Fraction,Boiler -- Combustion & Fuel,True,False,partially_blocked,9,8,1,Arrazi_Plant_Load
Boiler_B_Fg_Ethane_Mass_Percentage,Boiler -- Combustion & Fuel,True,False,partially_blocked,9,8,1,Arrazi_Plant_Load
Boiler_B_Fg_Ethylene_Mass_Fraction,Boiler -- Combustion & Fuel,True,False,partially_blocked,9,8,1,Arrazi_Plant_Load
Boiler_B_Fg_Ethylene_Mass_Percentage,Boiler -- Combustion & Fuel,True,False,partially_blocked,9,8,1,Arrazi_Plant_Load
Boiler_B_Fg_Hydrogen_Mass_Fraction,Boiler -- Combustion & Fuel,True,False,partially_blocked,9,8,1,Arrazi_Plant_Load
Boiler_B_Fg_Hydrogen_Mass_Percentage,Boiler -- Combustion & Fuel,True,False,partially_blocked,9,8,1,Arrazi_Plant_Load
Boiler_B_Fg_Ic4_Mass_Fraction,Boiler -- Combustion & Fuel,True,False,partially_blocked,9,8,1,Arrazi_Plant_Load
Boiler_B_Fg_Ic4_Mass_Percentage,Boiler -- Combustion & Fuel,True,False,partially_blocked,9,8,1,Arrazi_Plant_Load
Boiler_B_Fg_Ic5_Mass_Fraction,Boiler -- Combustion & Fuel,True,False,partially_blocked,9,8,1,Arrazi_Plant_Load
Boiler_B_Fg_Ic5_Mass_Percentage,Boiler -- Combustion & Fuel,True,False,partially_blocked,9,8,1,Arrazi_Plant_Load
Boiler_B_Fg_Nc4_Mass_Fraction,Boiler -- Combustion & Fuel,True,False,partially_blocked,9,8,1,Arrazi_Plant_Load
Boiler_B_Fg_Nc4_Mass_Percentage,Boiler -- Combustion & Fuel,True,False,partially_blocked,9,8,1,Arrazi_Plant_Load
Boiler_B_Fg_Nc5_Mass_Fraction,Boiler -- Combustion & Fuel,True,False,partially_blocked,9,8,1,Arrazi_Plant_Load
Boiler_B_Fg_Nc5_Mass_Percentage,Boiler -- Combustion & Fuel,True,False,partially_blocked,9,8,1,Arrazi_Plant_Load
Boiler_B_Fg_Nitrogen_Mass_Percentage,Boiler -- Combustion & Fuel,True,False,partially_blocked,9,8,1,Arrazi_Plant_Load
Boiler_B_Fg_Propane_Mass_Fraction,Boiler -- Combustion & Fuel,True,False,partially_blocked,9,8,1,Arrazi_Plant_Load
Boiler_B_Fg_Propane_Mass_Percentage,Boiler -- Combustion & Fuel,True,False,partially_blocked,9,8,1,Arrazi_Plant_Load
Boiler_B_Flue_Gas_Per_Fuel_Mass_Ratio,Boiler -- Flue Gas & Stack,True,False,partially_blocked,12,10,2,Arrazi_Plant_Load; BOILER_B_FLUE_GAS_OXGYGEN
Boiler_B_Fuel_Composition_Total,Boiler -- Performance & Energy,True,False,partially_blocked,9,8,1,Arrazi_Plant_Load
Boiler_B_H2O_Formed,Boiler -- Performance & Energy,True,False,partially_blocked,9,8,1,Arrazi_Plant_Load
Boiler_B_H2_H2O_Combustion,Boiler -- Combustion & Fuel,True,False,partially_blocked,9,8,1,Arrazi_Plant_Load
Boiler_B_H2_N2_Combustion,Boiler -- Combustion & Fuel,True,False,partially_blocked,9,8,1,Arrazi_Plant_Load
Boiler_B_Heat_Loss_Due_To_Dry_Flue_Gas_L1,Boiler -- Flue Gas & Stack,True,False,partially_blocked,14,12,2,Arrazi_Plant_Load; BOILER_B_FLUE_GAS_OXGYGEN
Boiler_B_Heat_Loss_Due_To_Evaporation_Of_Water_Formed_Due_To_H2_In_Fuel_L2,Boiler -- Performance & Energy,True,False,partially_blocked,12,11,1,Arrazi_Plant_Load
Boiler_B_Heat_Loss_Due_To_H2O_In_Stack_L3,Boiler -- Flue Gas & Stack,True,False,partially_blocked,14,12,2,Arrazi_Plant_Load; BOILER_B_FLUE_GAS_OXGYGEN
Boiler_B_Heat_Loss_Due_To_Incomplete_Combustionl4,Boiler -- Performance & Energy,True,False,fully_computable,1,1,0,
Boiler_B_Ic4_Co2_Combustion,Boiler -- Combustion & Fuel,True,False,partially_blocked,9,8,1,Arrazi_Plant_Load
Boiler_B_Ic4_H2O_Combustion,Boiler -- Combustion & Fuel,True,False,partially_blocked,9,8,1,Arrazi_Plant_Load
Boiler_B_Ic4_N2_Combustion,Boiler -- Combustion & Fuel,True,False,partially_blocked,9,8,1,Arrazi_Plant_Load
Boiler_B_Ic5_Co2_Combustion,Boiler -- Combustion & Fuel,True,False,partially_blocked,9,8,1,Arrazi_Plant_Load
Boiler_B_Ic5_H2O_Combustion,Boiler -- Combustion & Fuel,True,False,partially_blocked,9,8,1,Arrazi_Plant_Load
Boiler_B_Ic5_N2_Combustion,Boiler -- Combustion & Fuel,True,False,partially_blocked,9,8,1,Arrazi_Plant_Load
Boiler_B_N2_Formed,Boiler -- Performance & Energy,True,False,partially_blocked,9,8,1,Arrazi_Plant_Load
Boiler_B_Nc4_Co2_Combustion,Boiler -- Combustion & Fuel,True,False,partially_blocked,9,8,1,Arrazi_Plant_Load
Boiler_B_Nc4_H2O_Combustion,Boiler -- Combustion & Fuel,True,False,partially_blocked,9,8,1,Arrazi_Plant_Load
Boiler_B_Nc4_N2_Combustion,Boiler -- Combustion & Fuel,True,False,partially_blocked,9,8,1,Arrazi_Plant_Load
Boiler_B_Nc5_Co2_Combustion,Boiler -- Combustion & Fuel,True,False,partially_blocked,9,8,1,Arrazi_Plant_Load
Boiler_B_Nc5_H2O_Combustion,Boiler -- Combustion & Fuel,True,False,partially_blocked,9,8,1,Arrazi_Plant_Load
Boiler_B_Nc5_N2_Combustion,Boiler -- Combustion & Fuel,True,False,partially_blocked,9,8,1,Arrazi_Plant_Load
Boiler_B_Propane_Co2_Combustion,Boiler -- Combustion & Fuel,True,False,partially_blocked,9,8,1,Arrazi_Plant_Load
Boiler_B_Propane_H2O_Combustion,Boiler -- Combustion & Fuel,True,False,partially_blocked,9,8,1,Arrazi_Plant_Load
Boiler_B_Propane_N2_Combustion,Boiler -- Combustion & Fuel,True,False,partially_blocked,9,8,1,Arrazi_Plant_Load
Boiler_B_Radiation_Losses,Boiler -- Performance & Energy,True,False,partially_blocked,10,9,1,Arrazi_Plant_Load
Boiler_B_Sensbile_Heat_Correction_For_Air,Boiler -- Performance & Energy,True,False,partially_blocked,13,10,3,Arrazi_Plant_Load; BOILER_B_FLUE_GAS_OXGYGEN; Boiler_B_Combustion_Air_Temperature
Boiler_B_Sensible_Heat_Correction_For_Fuel,Boiler -- Performance & Energy,True,False,partially_blocked,10,8,2,Arrazi_Plant_Load; Boiler_B_Main_Fuel_Gas_Temperature
Boiler_B_Status,Boiler -- Performance & Energy,True,False,fully_computable,1,1,0,
Boiler_B_Total_Boiler_Stack_Loss_Per_Kg_Fuel,Boiler -- Flue Gas & Stack,True,False,partially_blocked,14,12,2,Arrazi_Plant_Load; BOILER_B_FLUE_GAS_OXGYGEN
Boiler_B_Total_Fuel_Compostion_Mass,Boiler -- Performance & Energy,True,False,partially_blocked,9,8,1,Arrazi_Plant_Load
Boiler_B_Total_H2O_Per_Kg_Of_Fuel,Boiler -- Performance & Energy,True,False,partially_blocked,12,10,2,Arrazi_Plant_Load; BOILER_B_FLUE_GAS_OXGYGEN
Boiler_B_Total_Heat_Absorbed_Per_Kg_Of_Fuel,Boiler -- Performance & Energy,True,False,partially_blocked,16,12,4,Arrazi_Plant_Load; BOILER_B_FLUE_GAS_OXGYGEN; Boiler_B_Combustion_Air_Temperature; Boiler_B_Main_Fuel_Gas_Temperature
Boiler_B_Total_Heat_Input_Per_Kg_Of_Fuel,Boiler -- Performance & Energy,True,False,partially_blocked,15,11,4,Arrazi_Plant_Load; BOILER_B_FLUE_GAS_OXGYGEN; Boiler_B_Combustion_Air_Temperature; Boiler_B_Main_Fuel_Gas_Temperature
Boiler_B_Total_Heat_Loss_Per_Kg_Of_Fuel,Boiler -- Performance & Energy,True,False,partially_blocked,14,12,2,Arrazi_Plant_Load; BOILER_B_FLUE_GAS_OXGYGEN
Boiler_B_Total_Moisture_With_Air,Boiler -- Performance & Energy,True,False,partially_blocked,12,10,2,Arrazi_Plant_Load; BOILER_B_FLUE_GAS_OXGYGEN
Boiler_B_Vapour_Pressure_Of_H2O,Boiler -- Performance & Energy,True,False,fully_computable,1,1,0,
Boiler_Boiler,Boiler -- Performance & Energy,True,False,literal_constant,0,0,0,
Boiler_CBD,Boiler -- Performance & Energy,True,True,fully_blocked,5,0,5,BOILER_A_CBD; BOILER_B_CBD; BOILER_C_CBD; BOILER_D_CBD; BOILER_E_CBD
Boiler_C_Air_Cp_For_Sensible_Heat_Corrected,Boiler -- Performance & Energy,True,False,fully_blocked,1,0,1,Boiler_C_Combustion_Air_Temperature
Boiler_C_Air_Cp_Ref_T,Boiler -- Performance & Energy,True,False,literal_constant,0,0,0,
Boiler_C_Air_Fuel_Mass_Ratio,Boiler -- Combustion & Fuel,True,False,partially_blocked,12,10,2,Arrazi_Plant_Load; BOILER_C_FLUE_GAS_OXGYGEN
Boiler_C_Air_Moisture,Boiler -- Performance & Energy,True,False,fully_computable,2,2,0,
Boiler_C_Air_Required_For_Ch4_Combustion,Boiler -- Combustion & Fuel,True,False,partially_blocked,9,8,1,Arrazi_Plant_Load
Boiler_C_Air_Required_For_Complete_Combustion,Boiler -- Combustion & Fuel,True,False,partially_blocked,9,8,1,Arrazi_Plant_Load
Boiler_C_Air_Required_For_Ethane_Combustion,Boiler -- Combustion & Fuel,True,False,partially_blocked,9,8,1,Arrazi_Plant_Load
Boiler_C_Air_Required_For_Ethylene_Combustion,Boiler -- Combustion & Fuel,True,False,partially_blocked,9,8,1,Arrazi_Plant_Load
Boiler_C_Air_Required_For_H2_Combustion,Boiler -- Combustion & Fuel,True,False,partially_blocked,9,8,1,Arrazi_Plant_Load
Boiler_C_Air_Required_For_Ic4_Combustion,Boiler -- Combustion & Fuel,True,False,partially_blocked,9,8,1,Arrazi_Plant_Load
Boiler_C_Air_Required_For_Ic5_Combustion,Boiler -- Combustion & Fuel,True,False,partially_blocked,9,8,1,Arrazi_Plant_Load
Boiler_C_Air_Required_For_Nc4_Combustion,Boiler -- Combustion & Fuel,True,False,partially_blocked,9,8,1,Arrazi_Plant_Load
Boiler_C_Air_Required_For_Nc5_Combustion,Boiler -- Combustion & Fuel,True,False,partially_blocked,9,8,1,Arrazi_Plant_Load
Boiler_C_Air_Required_For_Propane_Combustion,Boiler -- Combustion & Fuel,True,False,partially_blocked,9,8,1,Arrazi_Plant_Load
Boiler_C_Avg_Cp_Of_Flue_Gas_At_Stack_Temp,Boiler -- Flue Gas & Stack,True,False,partially_blocked,13,11,2,Arrazi_Plant_Load; BOILER_C_FLUE_GAS_OXGYGEN
Boiler_C_Avg_Cp_Of_Fuel_Gas_Sensible_Heat_Corrected,Boiler -- Performance & Energy,True,False,partially_blocked,10,8,2,Arrazi_Plant_Load; Boiler_C_Main_Fuel_Gas_Temperature
Boiler_C_Boiler_Indirect_Efficiency,Boiler -- Performance & Energy,True,False,partially_blocked,16,12,4,Arrazi_Plant_Load; BOILER_C_FLUE_GAS_OXGYGEN; Boiler_C_Combustion_Air_Temperature; Boiler_C_Main_Fuel_Gas_Temperature
Boiler_C_Boiler_Load,Boiler -- Performance & Energy,True,False,fully_computable,1,1,0,
Boiler_C_COC,Boiler -- Performance & Energy,True,False,fully_blocked,2,0,2,BFW_Conductivity; BOILER_C_CONDUCTIVITY
Boiler_C_Ch4_Co2_Combustion,Boiler -- Combustion & Fuel,True,False,partially_blocked,9,8,1,Arrazi_Plant_Load
Boiler_C_Ch4_H2O_Combustion,Boiler -- Combustion & Fuel,True,False,partially_blocked,9,8,1,Arrazi_Plant_Load
Boiler_C_Ch4_N2_Combustion,Boiler -- Combustion & Fuel,True,False,partially_blocked,9,8,1,Arrazi_Plant_Load
Boiler_C_Co2_Formed,Boiler -- Performance & Energy,True,False,partially_blocked,9,8,1,Arrazi_Plant_Load
Boiler_C_Corrected_Combustion_Air,Boiler -- Combustion & Fuel,True,False,partially_blocked,11,10,1,Arrazi_Plant_Load
Boiler_C_Corrected_Combution_H2O_Formed,Boiler -- Performance & Energy,True,False,partially_blocked,11,10,1,Arrazi_Plant_Load
Boiler_C_Cp_At_Combustion_Temperature,Boiler -- Combustion & Fuel,True,False,fully_blocked,1,0,1,Boiler_C_Combustion_Air_Temperature
Boiler_C_Cp_Ch4_Fuel_Temp,Boiler -- Performance & Energy,True,False,fully_blocked,1,0,1,Boiler_C_Main_Fuel_Gas_Temperature
Boiler_C_Cp_Ethane_Fuel_Temp,Boiler -- Performance & Energy,True,False,fully_blocked,1,0,1,Boiler_C_Main_Fuel_Gas_Temperature
Boiler_C_Cp_Ethylene_Fuel_Temp,Boiler -- Performance & Energy,True,False,fully_blocked,1,0,1,Boiler_C_Main_Fuel_Gas_Temperature
Boiler_C_Cp_Flue_Gas_Co2_At_Stack_Temp,Boiler -- Flue Gas & Stack,True,False,fully_computable,1,1,0,
Boiler_C_Cp_Flue_Gas_N2_At_Stack_Temp,Boiler -- Flue Gas & Stack,True,False,fully_computable,1,1,0,
Boiler_C_Cp_H2_Fuel_Temp,Boiler -- Performance & Energy,True,False,fully_blocked,1,0,1,Boiler_C_Main_Fuel_Gas_Temperature
Boiler_C_Cp_Ic4_Fuel_Temp,Boiler -- Performance & Energy,True,False,fully_blocked,1,0,1,Boiler_C_Main_Fuel_Gas_Temperature
Boiler_C_Cp_Ic5_Fuel_Temp,Boiler -- Performance & Energy,True,False,fully_blocked,1,0,1,Boiler_C_Main_Fuel_Gas_Temperature
Boiler_C_Cp_Nc4_Fuel_Temp,Boiler -- Performance & Energy,True,False,fully_blocked,1,0,1,Boiler_C_Main_Fuel_Gas_Temperature
Boiler_C_Cp_Nc5_Fuel_Temp,Boiler -- Performance & Energy,True,False,fully_blocked,1,0,1,Boiler_C_Main_Fuel_Gas_Temperature
Boiler_C_Cp_Of_Air_At_Stack_Temp,Boiler -- Flue Gas & Stack,True,False,fully_computable,1,1,0,
Boiler_C_Cp_Of_H2O_At_Stack_Temp,Boiler -- Flue Gas & Stack,True,False,fully_computable,1,1,0,
Boiler_C_Cp_Propane_Fuel_Temp,Boiler -- Performance & Energy,True,False,fully_blocked,1,0,1,Boiler_C_Main_Fuel_Gas_Temperature
Boiler_C_Cp_Total_Fuel_At_Fuel_Temp,Boiler -- Performance & Energy,True,False,partially_blocked,10,8,2,Arrazi_Plant_Load; Boiler_C_Main_Fuel_Gas_Temperature
Boiler_C_Cp_Total_Fuel_At_Ref_Temp,Boiler -- Performance & Energy,True,False,partially_blocked,9,8,1,Arrazi_Plant_Load
Boiler_C_Dry_Flue_Gas_Per_Fuel_Mass_Ratio,Boiler -- Flue Gas & Stack,True,False,partially_blocked,12,10,2,Arrazi_Plant_Load; BOILER_C_FLUE_GAS_OXGYGEN
Boiler_C_Duty,Boiler -- Performance & Energy,True,False,partially_blocked,19,13,6,Arrazi_Plant_Load; BOILER_C_FLUE_GAS_OXGYGEN; Boiler_C_Combustion_Air_Temperature; Boiler_C_Main_Fuel_Gas_Temperature; Fuel_BLR_3_raw; LHV
Boiler_C_Ethane_Co2_Combustion,Boiler -- Combustion & Fuel,True,False,partially_blocked,9,8,1,Arrazi_Plant_Load
Boiler_C_Ethane_H2O_Combustion,Boiler -- Combustion & Fuel,True,False,partially_blocked,9,8,1,Arrazi_Plant_Load
Boiler_C_Ethane_N2_Combustion,Boiler -- Combustion & Fuel,True,False,partially_blocked,9,8,1,Arrazi_Plant_Load
Boiler_C_Ethylene_Co2_Combustion,Boiler -- Combustion & Fuel,True,False,partially_blocked,9,8,1,Arrazi_Plant_Load
Boiler_C_Ethylene_H2O_Combustion,Boiler -- Combustion & Fuel,True,False,partially_blocked,9,8,1,Arrazi_Plant_Load
Boiler_C_Ethylene_N2_Combustion,Boiler -- Combustion & Fuel,True,False,partially_blocked,9,8,1,Arrazi_Plant_Load
Boiler_C_Excess_Air,Boiler -- Performance & Energy,True,False,partially_blocked,12,10,2,Arrazi_Plant_Load; BOILER_C_FLUE_GAS_OXGYGEN
Boiler_C_Fg_Ch4_Mass_Fraction,Boiler -- Combustion & Fuel,True,False,partially_blocked,9,8,1,Arrazi_Plant_Load
Boiler_C_Fg_Ch4_Mass_Percentage,Boiler -- Combustion & Fuel,True,False,partially_blocked,9,8,1,Arrazi_Plant_Load
Boiler_C_Fg_Ethane_Mass_Fraction,Boiler -- Combustion & Fuel,True,False,partially_blocked,9,8,1,Arrazi_Plant_Load
Boiler_C_Fg_Ethane_Mass_Percentage,Boiler -- Combustion & Fuel,True,False,partially_blocked,9,8,1,Arrazi_Plant_Load
Boiler_C_Fg_Ethylene_Mass_Fraction,Boiler -- Combustion & Fuel,True,False,partially_blocked,9,8,1,Arrazi_Plant_Load
Boiler_C_Fg_Ethylene_Mass_Percentage,Boiler -- Combustion & Fuel,True,False,partially_blocked,9,8,1,Arrazi_Plant_Load
Boiler_C_Fg_Hydrogen_Mass_Fraction,Boiler -- Combustion & Fuel,True,False,partially_blocked,9,8,1,Arrazi_Plant_Load
Boiler_C_Fg_Hydrogen_Mass_Percentage,Boiler -- Combustion & Fuel,True,False,partially_blocked,9,8,1,Arrazi_Plant_Load
Boiler_C_Fg_Ic4_Mass_Fraction,Boiler -- Combustion & Fuel,True,False,partially_blocked,9,8,1,Arrazi_Plant_Load
Boiler_C_Fg_Ic4_Mass_Percentage,Boiler -- Combustion & Fuel,True,False,partially_blocked,9,8,1,Arrazi_Plant_Load
Boiler_C_Fg_Ic5_Mass_Fraction,Boiler -- Combustion & Fuel,True,False,partially_blocked,9,8,1,Arrazi_Plant_Load
Boiler_C_Fg_Ic5_Mass_Percentage,Boiler -- Combustion & Fuel,True,False,partially_blocked,9,8,1,Arrazi_Plant_Load
Boiler_C_Fg_Nc4_Mass_Fraction,Boiler -- Combustion & Fuel,True,False,partially_blocked,9,8,1,Arrazi_Plant_Load
Boiler_C_Fg_Nc4_Mass_Percentage,Boiler -- Combustion & Fuel,True,False,partially_blocked,9,8,1,Arrazi_Plant_Load
Boiler_C_Fg_Nc5_Mass_Fraction,Boiler -- Combustion & Fuel,True,False,partially_blocked,9,8,1,Arrazi_Plant_Load
Boiler_C_Fg_Nc5_Mass_Percentage,Boiler -- Combustion & Fuel,True,False,partially_blocked,9,8,1,Arrazi_Plant_Load
Boiler_C_Fg_Nitrogen_Mass_Percentage,Boiler -- Combustion & Fuel,True,False,partially_blocked,9,8,1,Arrazi_Plant_Load
Boiler_C_Fg_Propane_Mass_Fraction,Boiler -- Combustion & Fuel,True,False,partially_blocked,9,8,1,Arrazi_Plant_Load
Boiler_C_Fg_Propane_Mass_Percentage,Boiler -- Combustion & Fuel,True,False,partially_blocked,9,8,1,Arrazi_Plant_Load
Boiler_C_Flue_Gas_Per_Fuel_Mass_Ratio,Boiler -- Flue Gas & Stack,True,False,partially_blocked,12,10,2,Arrazi_Plant_Load; BOILER_C_FLUE_GAS_OXGYGEN
Boiler_C_Fuel_Composition_Total,Boiler -- Performance & Energy,True,False,partially_blocked,9,8,1,Arrazi_Plant_Load
Boiler_C_H2O_Formed,Boiler -- Performance & Energy,True,False,partially_blocked,9,8,1,Arrazi_Plant_Load
Boiler_C_H2_H2O_Combustion,Boiler -- Combustion & Fuel,True,False,partially_blocked,9,8,1,Arrazi_Plant_Load
Boiler_C_H2_N2_Combustion,Boiler -- Combustion & Fuel,True,False,partially_blocked,9,8,1,Arrazi_Plant_Load
Boiler_C_Heat_Loss_Due_To_Dry_Flue_Gas_L1,Boiler -- Flue Gas & Stack,True,False,partially_blocked,14,12,2,Arrazi_Plant_Load; BOILER_C_FLUE_GAS_OXGYGEN
Boiler_C_Heat_Loss_Due_To_Evaporation_Of_Water_Formed_Due_To_H2_In_Fuel_L2,Boiler -- Performance & Energy,True,False,partially_blocked,12,11,1,Arrazi_Plant_Load
Boiler_C_Heat_Loss_Due_To_H2O_In_Stack_L3,Boiler -- Flue Gas & Stack,True,False,partially_blocked,14,12,2,Arrazi_Plant_Load; BOILER_C_FLUE_GAS_OXGYGEN
Boiler_C_Heat_Loss_Due_To_Incomplete_Combustionl4,Boiler -- Performance & Energy,True,False,fully_computable,1,1,0,
Boiler_C_Ic4_Co2_Combustion,Boiler -- Combustion & Fuel,True,False,partially_blocked,9,8,1,Arrazi_Plant_Load
Boiler_C_Ic4_H2O_Combustion,Boiler -- Combustion & Fuel,True,False,partially_blocked,9,8,1,Arrazi_Plant_Load
Boiler_C_Ic4_N2_Combustion,Boiler -- Combustion & Fuel,True,False,partially_blocked,9,8,1,Arrazi_Plant_Load
Boiler_C_Ic5_Co2_Combustion,Boiler -- Combustion & Fuel,True,False,partially_blocked,9,8,1,Arrazi_Plant_Load
Boiler_C_Ic5_H2O_Combustion,Boiler -- Combustion & Fuel,True,False,partially_blocked,9,8,1,Arrazi_Plant_Load
Boiler_C_Ic5_N2_Combustion,Boiler -- Combustion & Fuel,True,False,partially_blocked,9,8,1,Arrazi_Plant_Load
Boiler_C_N2_Formed,Boiler -- Performance & Energy,True,False,partially_blocked,9,8,1,Arrazi_Plant_Load
Boiler_C_Nc4_Co2_Combustion,Boiler -- Combustion & Fuel,True,False,partially_blocked,9,8,1,Arrazi_Plant_Load
Boiler_C_Nc4_H2O_Combustion,Boiler -- Combustion & Fuel,True,False,partially_blocked,9,8,1,Arrazi_Plant_Load
